,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.1529,0.0106,0.0065,0.0119,0.0,0.0116
Queens,0.0039,0.0228,0.0035,0.0064,0.0,0.0027
Bronx,0.0031,0.0044,0.022,0.005,0.0,0.0022
Brooklyn,0.0061,0.0088,0.0054,0.0406,0.0,0.0025
Staten Island,0.0001,0.0001,0.0001,0.0001,0.0021,0.0003
