,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.4831,0.0426,0.0361,0.013,0.0,0.0367
Queens,0.0455,0.1261,0.0225,0.0081,0.0,0.0152
Bronx,0.0336,0.0195,0.1044,0.006,0.0,0.0104
Brooklyn,0.0442,0.0257,0.0218,0.1834,0.0,0.0115
Staten Island,0.001,0.0006,0.0005,0.0002,0.0108,0.0016
