,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.1444,0.01,0.0061,0.0113,0.0,0.011
Queens,0.0037,0.0217,0.0033,0.0061,0.0,0.0026
Bronx,0.0029,0.0042,0.0207,0.0047,0.0,0.0021
Brooklyn,0.0058,0.0084,0.0051,0.0386,0.0,0.0024
Staten Island,0.0001,0.0001,0.0001,0.0001,0.002,0.0003
