,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0694,0.0061,0.0052,0.0019,0.0,0.0053
Queens,0.0119,0.033,0.0059,0.0021,0.0,0.004
Bronx,0.0106,0.0062,0.033,0.0019,0.0,0.0033
Brooklyn,0.009,0.0052,0.0044,0.0371,0.0,0.0023
Staten Island,0.0002,0.0001,0.0001,0.0,0.0019,0.0003
