,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.1858,0.0129,0.0079,0.0145,0.0,0.0141
Queens,0.0052,0.0305,0.0047,0.0085,0.0,0.0037
Bronx,0.004,0.0057,0.0284,0.0064,0.0,0.0028
Brooklyn,0.0081,0.0117,0.0072,0.0542,0.0,0.0034
Staten Island,0.0001,0.0002,0.0001,0.0002,0.0026,0.0004
