,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.7426,0.0514,0.0316,0.058,0.0,0.0564
Queens,0.0112,0.0651,0.0099,0.0182,0.0,0.0079
Bronx,0.0083,0.012,0.0598,0.0135,0.0,0.006
Brooklyn,0.0204,0.0295,0.0181,0.136,0.0,0.0085
Staten Island,0.0004,0.0006,0.0004,0.0007,0.01,0.0015
