,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0761,0.0067,0.0057,0.0021,0.0,0.0058
Queens,0.0122,0.0339,0.006,0.0022,0.0,0.0041
Bronx,0.0109,0.0063,0.0337,0.0019,0.0,0.0034
Brooklyn,0.0095,0.0055,0.0047,0.0396,0.0,0.0025
Staten Island,0.0002,0.0001,0.0001,0.0,0.002,0.0003
