,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.171,0.0118,0.0073,0.0134,0.0,0.013
Queens,0.0045,0.0264,0.004,0.0074,0.0,0.0032
Bronx,0.0033,0.0048,0.0239,0.0054,0.0,0.0024
Brooklyn,0.0069,0.01,0.0061,0.046,0.0,0.0029
Staten Island,0.0001,0.0001,0.0001,0.0002,0.0024,0.0004
