,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.082,0.0072,0.0061,0.0022,0.0,0.0062
Queens,0.0125,0.0346,0.0062,0.0022,0.0,0.0042
Bronx,0.0139,0.0081,0.0433,0.0025,0.0,0.0043
Brooklyn,0.0102,0.0059,0.005,0.0423,0.0,0.0026
Staten Island,0.0002,0.0001,0.0001,0.0,0.0025,0.0004
