,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.7419,0.0514,0.0316,0.0579,0.0,0.0563
Queens,0.0107,0.0626,0.0095,0.0175,0.0,0.0076
Bronx,0.008,0.0116,0.0577,0.0131,0.0,0.0058
Brooklyn,0.0197,0.0285,0.0175,0.1315,0.0,0.0082
Staten Island,0.0004,0.0006,0.0003,0.0006,0.0094,0.0014
