,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.7563,0.0524,0.0322,0.0591,0.0,0.0574
Queens,0.011,0.0639,0.0097,0.0179,0.0,0.0077
Bronx,0.0088,0.0127,0.063,0.0143,0.0,0.0063
Brooklyn,0.0208,0.03,0.0184,0.1384,0.0,0.0087
Staten Island,0.0004,0.0006,0.0004,0.0007,0.0098,0.0015
