,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.1946,0.0135,0.0083,0.0152,0.0,0.0148
Queens,0.0045,0.0264,0.004,0.0074,0.0,0.0032
Bronx,0.0038,0.0055,0.0276,0.0063,0.0,0.0028
Brooklyn,0.0074,0.0107,0.0066,0.0493,0.0,0.0031
Staten Island,0.0001,0.0001,0.0001,0.0002,0.0024,0.0004
