,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.2185,0.0151,0.0093,0.0171,0.0,0.0166
Queens,0.0056,0.0325,0.005,0.0091,0.0,0.0039
Bronx,0.0044,0.0064,0.032,0.0072,0.0,0.0032
Brooklyn,0.0088,0.0127,0.0078,0.0586,0.0,0.0037
Staten Island,0.0001,0.0002,0.0001,0.0002,0.003,0.0005
