,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.7756,0.0537,0.033,0.0606,0.0,0.0589
Queens,0.0113,0.0659,0.01,0.0184,0.0,0.008
Bronx,0.0086,0.0125,0.0621,0.0141,0.0,0.0062
Brooklyn,0.021,0.0304,0.0187,0.1403,0.0,0.0088
Staten Island,0.0004,0.0006,0.0004,0.0007,0.0099,0.0015
