,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0797,0.007,0.006,0.0021,0.0,0.0061
Queens,0.0129,0.0357,0.0064,0.0023,0.0,0.0043
Bronx,0.0115,0.0067,0.0357,0.002,0.0,0.0036
Brooklyn,0.01,0.0058,0.0049,0.0415,0.0,0.0026
Staten Island,0.0002,0.0001,0.0001,0.0,0.0022,0.0003
