,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.1697,0.0117,0.0072,0.0132,0.0,0.0129
Queens,0.0041,0.024,0.0037,0.0067,0.0,0.0029
Bronx,0.003,0.0044,0.0217,0.0049,0.0,0.0022
Brooklyn,0.0066,0.0096,0.0059,0.0441,0.0,0.0028
Staten Island,0.0001,0.0001,0.0001,0.0001,0.0022,0.0003
