,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.1932,0.0134,0.0082,0.0151,0.0,0.0147
Queens,0.0045,0.0265,0.004,0.0074,0.0,0.0032
Bronx,0.0038,0.0054,0.027,0.0061,0.0,0.0027
Brooklyn,0.0073,0.0105,0.0065,0.0487,0.0,0.003
Staten Island,0.0001,0.0001,0.0001,0.0002,0.0023,0.0003
