,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.476,0.0419,0.0356,0.0128,0.0,0.0362
Queens,0.0474,0.1312,0.0234,0.0084,0.0,0.0158
Bronx,0.036,0.0209,0.1119,0.0064,0.0,0.0112
Brooklyn,0.0458,0.0266,0.0226,0.1901,0.0,0.0119
Staten Island,0.001,0.0006,0.0005,0.0002,0.0113,0.0017
