,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0393,0.0027,0.0017,0.0031,0.0,0.003
Queens,0.0015,0.0087,0.0013,0.0024,0.0,0.001
Bronx,0.0017,0.0024,0.012,0.0027,0.0,0.0012
Brooklyn,0.0023,0.0033,0.002,0.0153,0.0,0.001
Staten Island,0.0,0.0,0.0,0.0,0.0004,0.0001
