,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.1942,0.0134,0.0083,0.0152,0.0,0.0148
Queens,0.0044,0.0258,0.0039,0.0072,0.0,0.0031
Bronx,0.0038,0.0054,0.0271,0.0061,0.0,0.0027
Brooklyn,0.0073,0.0106,0.0065,0.0488,0.0,0.0031
Staten Island,0.0001,0.0001,0.0001,0.0002,0.0024,0.0004
