,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0555,0.0049,0.0042,0.0015,0.0,0.0042
Queens,0.0094,0.026,0.0046,0.0017,0.0,0.0031
Bronx,0.0096,0.0056,0.0298,0.0017,0.0,0.003
Brooklyn,0.0075,0.0043,0.0037,0.031,0.0,0.0019
Staten Island,0.0001,0.0001,0.0001,0.0,0.0014,0.0002
