,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0475,0.0042,0.0036,0.0013,0.0,0.0036
Queens,0.0068,0.0187,0.0033,0.0012,0.0,0.0023
Bronx,0.0088,0.0051,0.0274,0.0016,0.0,0.0027
Brooklyn,0.0061,0.0035,0.003,0.0251,0.0,0.0016
Staten Island,0.0001,0.0001,0.0001,0.0,0.0014,0.0002
