,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.2068,0.0143,0.0088,0.0161,0.0,0.0157
Queens,0.0053,0.0311,0.0047,0.0087,0.0,0.0038
Bronx,0.0042,0.0061,0.0305,0.0069,0.0,0.003
Brooklyn,0.0084,0.0121,0.0074,0.0559,0.0,0.0035
Staten Island,0.0001,0.0002,0.0001,0.0002,0.0028,0.0004
