,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.1304,0.009,0.0056,0.0102,0.0,0.0099
Queens,0.0036,0.0211,0.0032,0.0059,0.0,0.0025
Bronx,0.0031,0.0045,0.0223,0.0051,0.0,0.0022
Brooklyn,0.0057,0.0083,0.0051,0.0383,0.0,0.0024
Staten Island,0.0001,0.0001,0.0001,0.0001,0.0017,0.0003
