,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.1282,0.0113,0.0096,0.0035,0.0,0.0097
Queens,0.0184,0.0508,0.0091,0.0033,0.0,0.0061
Bronx,0.0155,0.009,0.0481,0.0028,0.0,0.0048
Brooklyn,0.0151,0.0088,0.0074,0.0626,0.0,0.0039
Staten Island,0.0003,0.0002,0.0001,0.0001,0.0031,0.0005
