,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.7413,0.0513,0.0316,0.0579,0.0,0.0563
Queens,0.0112,0.0655,0.01,0.0183,0.0,0.0079
Bronx,0.0091,0.0132,0.0655,0.0148,0.0,0.0065
Brooklyn,0.021,0.0303,0.0186,0.1398,0.0,0.0087
Staten Island,0.0004,0.0006,0.0004,0.0007,0.0097,0.0015
