,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.7808,0.054,0.0332,0.061,0.0,0.0593
Queens,0.0112,0.0655,0.01,0.0183,0.0,0.0079
Bronx,0.0087,0.0126,0.0628,0.0142,0.0,0.0063
Brooklyn,0.0214,0.0309,0.019,0.1426,0.0,0.0089
Staten Island,0.0004,0.0006,0.0004,0.0007,0.0101,0.0015
