,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.133,0.0092,0.0057,0.0104,0.0,0.0101
Queens,0.0034,0.02,0.003,0.0056,0.0,0.0024
Bronx,0.0027,0.0039,0.0192,0.0043,0.0,0.0019
Brooklyn,0.0052,0.0076,0.0047,0.035,0.0,0.0022
Staten Island,0.0001,0.0001,0.0001,0.0001,0.0016,0.0002
