,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0648,0.0045,0.0028,0.0051,0.0,0.0049
Queens,0.002,0.0117,0.0018,0.0033,0.0,0.0014
Bronx,0.0022,0.0032,0.0157,0.0036,0.0,0.0016
Brooklyn,0.0032,0.0046,0.0028,0.0213,0.0,0.0013
Staten Island,0.0,0.0,0.0,0.0001,0.0008,0.0001
