,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,275190,19050,11713,21488,0,20900
Queens,9714,56639,8630,15833,0,6835
Bronx,4415,6379,31749,7196,0,3174
Brooklyn,16926,24457,15038,112844,0,7052
Staten Island,45,66,40,74,1111,167
