,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,553175,48732,41378,14922,0,42013
Queens,87625,242685,43232,15590,0,29289
Bronx,46869,27233,145487,8339,0,14548
Brooklyn,94027,54634,46390,390104,0,24381
Staten Island,383,222,189,68,4200,632
