,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,32736,2883,2448,883,0,2486
Queens,7031,19474,3469,1251,0,2350
Bronx,5987,3479,18586,1065,0,1858
Brooklyn,7144,4151,3524,29639,0,1852
Staten Island,16,9,8,2,178,26
