,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,252473,17477,10746,19714,0,19175
Queens,9494,55358,8435,15475,0,6681
Bronx,4472,6463,32164,7290,0,3216
Brooklyn,16629,24028,14774,110863,0,6928
Staten Island,39,56,34,63,943,142
