,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,210353,14561,8953,16425,0,15976
Queens,7740,45129,6876,12616,0,5446
Bronx,4093,5914,29433,6671,0,2943
Brooklyn,14031,20274,12465,93543,0,5846
Staten Island,35,51,31,58,859,129
