,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,809877,71346,60580,21847,0,61509
Queens,109284,302671,53918,19444,0,36529
Bronx,53430,31045,165851,9506,0,16585
Brooklyn,123355,71676,60860,511785,0,31986
Staten Island,483,281,238,86,5303,799
