,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,171357,15095,12817,4622,0,13014
Queens,36021,99763,17771,6409,0,12040
Bronx,20377,11840,63253,3625,0,6325
Brooklyn,33533,19484,16544,139124,0,8695
Staten Island,106,61,52,18,1165,175
