,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,76532,6742,5724,2064,0,5812
Queens,17861,49469,8812,3178,0,5970
Bronx,12208,7093,37895,2172,0,3789
Brooklyn,16101,9355,7944,66802,0,4175
Staten Island,56,32,27,9,613,92
