,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,180594,15909,13508,4871,0,13716
Queens,35329,97849,17431,6286,0,11809
Bronx,18498,10748,57421,3291,0,5742
Brooklyn,31445,18271,15514,130462,0,8153
Staten Island,110,64,54,19,1211,182
