,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,758371,66808,56728,20457,0,57597
Queens,105297,291629,51951,18734,0,35196
Bronx,52041,30238,161541,9259,0,16154
Brooklyn,116807,67871,57630,484616,0,30288
Staten Island,432,251,213,76,4742,714
