,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,126512,11145,9463,3412,0,9608
Queens,28252,78247,13939,5026,0,9443
Bronx,15571,9047,48334,2770,0,4833
Brooklyn,24992,14521,12330,103688,0,6480
Staten Island,99,57,48,17,1085,163
