,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,531986,36826,22643,41540,0,40404
Queens,13875,80901,12327,22615,0,9763
Bronx,6022,8701,43305,9815,0,4330
Brooklyn,26708,38592,23728,178060,0,11128
Staten Island,38,56,34,63,936,141
