,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,364998,25266,15535,28500,0,27721
Queens,12755,74369,11332,20790,0,8975
Bronx,6114,8835,43969,9966,0,4396
Brooklyn,23366,33762,20759,155775,0,9735
Staten Island,62,90,55,102,1519,229
