,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,45002,3964,3366,1213,0,3417
Queens,8514,23580,4200,1514,0,2845
Bronx,7840,4555,24336,1394,0,2433
Brooklyn,9480,5508,4677,39331,0,2458
Staten Island,31,18,15,5,344,51
