,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,77420,6820,5791,2088,0,5880
Queens,15217,42145,7507,2707,0,5086
Bronx,12521,7275,38868,2227,0,3886
Brooklyn,15507,9010,7651,64339,0,4021
Staten Island,60,34,29,10,659,99
