,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,159106,14016,11901,4292,0,12084
Queens,32325,89527,15948,5751,0,10804
Bronx,19611,11395,60874,3489,0,6087
Brooklyn,30561,17757,15078,126794,0,7924
Staten Island,115,66,56,20,1262,190
