,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,107935,9508,8073,2911,0,8197
Queens,24256,67180,11967,4315,0,8107
Bronx,14143,8217,43901,2516,0,4390
Brooklyn,21219,12329,10469,88037,0,5502
Staten Island,77,44,38,13,846,127
