,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,319309,22104,13590,24933,0,24251
Queens,10676,62247,9485,17401,0,7512
Bronx,5540,8004,39837,9029,0,3983
Brooklyn,18655,26955,16574,124370,0,7773
Staten Island,43,62,38,70,1043,157
