,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,795819,70107,59529,21467,0,60442
Queens,108530,300585,53546,19310,0,36277
Bronx,53039,30818,164638,9437,0,16463
Brooklyn,121025,70322,59711,502117,0,31382
Staten Island,503,292,248,89,5523,832
