,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,89757,7907,6714,2421,0,6817
Queens,21220,58770,10469,3775,0,7093
Bronx,13471,7827,41817,2396,0,4181
Brooklyn,18964,11019,9356,78681,0,4917
Staten Island,65,37,32,11,716,107
