,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,113861,10030,8517,3071,0,8647
Queens,25429,70430,12546,4524,0,8500
Bronx,14545,8451,45150,2588,0,4515
Brooklyn,22797,13246,11247,94582,0,5911
Staten Island,85,49,42,15,939,141
