,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,782280,68915,58516,21102,0,59413
Queens,109163,302338,53858,19422,0,36489
Bronx,53243,30937,165273,9473,0,16527
Brooklyn,121500,70598,59945,504089,0,31505
Staten Island,504,292,248,89,5524,832
