,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,57275,5045,4284,1545,0,4350
Queens,10572,29281,5216,1881,0,3534
Bronx,9559,5554,29673,1700,0,2967
Brooklyn,11829,6873,5836,49078,0,3067
Staten Island,41,24,20,7,456,68
