,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,1175097,81345,50016,91757,0,89247
Queens,25051,146056,22256,40830,0,17627
Bronx,12136,17536,87273,19781,0,8727
Brooklyn,52959,76522,47050,353067,0,22066
Staten Island,167,242,148,272,4045,609
