,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,44660,3934,3340,1204,0,3391
Queens,8079,22376,3986,1437,0,2700
Bronx,7752,4504,24064,1379,0,2406
Brooklyn,9208,5350,4543,38203,0,2387
Staten Island,26,15,13,4,294,44
