,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,86858,6012,3697,6782,0,6596
Queens,3757,21905,3337,6123,0,2643
Bronx,2784,4023,20022,4538,0,2002
Brooklyn,6973,10076,6195,46493,0,2905
Staten Island,13,19,11,21,319,48
