,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,1218286,84335,51854,95129,0,92528
Queens,25560,149022,22708,41659,0,17985
Bronx,12243,17691,88043,19955,0,8804
Brooklyn,53081,76698,47158,353875,0,22117
Staten Island,199,288,177,325,4822,726
