,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,48185,4244,3604,1299,0,3659
Queens,9398,26030,4637,1672,0,3141
Bronx,8396,4879,26064,1494,0,2606
Brooklyn,10149,5897,5007,42107,0,2631
Staten Island,30,17,15,5,339,51
