,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,115504,10175,8640,3115,0,8772
Queens,26807,74246,13226,4769,0,8960
Bronx,15566,9044,48319,2769,0,4831
Brooklyn,23572,13696,11629,97797,0,6112
Staten Island,92,53,45,16,1014,152
