,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,269649,18666,11477,21055,0,20479
Queens,9845,57402,8746,16046,0,6927
Bronx,4607,6657,33130,7509,0,3313
Brooklyn,17291,24984,15362,115275,0,7204
Staten Island,42,61,37,69,1028,154
