,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,252820,17501,10760,19741,0,19201
Queens,8801,51314,7819,14345,0,6193
Bronx,4136,5976,29741,6741,0,2974
Brooklyn,15692,22674,13941,104617,0,6538
Staten Island,39,57,35,64,955,143
