,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,80227,7067,6001,2164,0,6093
Queens,18628,51593,9190,3314,0,6226
Bronx,12502,7264,38808,2224,0,3880
Brooklyn,16755,9735,8266,69516,0,4344
Staten Island,57,33,28,10,626,94
