,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,45746,4030,3421,1234,0,3474
Queens,8552,23687,4219,1521,0,2858
Bronx,7915,4599,24571,1408,0,2457
Brooklyn,9463,5498,4668,39260,0,2453
Staten Island,29,17,14,5,321,48
