,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,121434,10697,9083,3275,0,9222
Queens,27467,76073,13551,4887,0,9181
Bronx,15338,8912,47611,2729,0,4761
Brooklyn,24121,14016,11901,100078,0,6254
Staten Island,88,51,43,15,973,146
