,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,810660,71415,60639,21868,0,61569
Queens,107067,296533,52824,19050,0,35788
Bronx,51372,29850,159464,9140,0,15946
Brooklyn,119606,69497,59011,496231,0,31014
Staten Island,482,280,238,85,5288,796
